"gender_feedback","award_shown","classic_shown","forms_shown","female_pick","award_pick","classic_pick","forms_pick","base_gender","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","gender","age","gender_code","race_code","poli","poli_numeric","poli_centered","internal1Z","internal2Z","internal3Z","internal4Z","internal","external1Z","external2Z","external3Z","external","num_excluded_total"
1,0,1,1,0,0,1,1,4,"Isabel Allende","George Saunders","F. Scott Fitzgerald","Joyce Carol Oates","Zadie Smith","Jane Austen","George Orwell","White / Caucasian","Woman",45,0,1,"7Extremely conservative",7,3,1.01837831137948,1.50906265130463,0.915587842920998,1.53684715105885,1.24496898916599,1.11334473863674,1.72960909216069,1.14764019001987,1.3301980069391,73
1,1,0,1,0,1,1,0,1,"Gabriel Garcia Marquez","Sylvia Plath","J.D. Salinger","Herman Melville","Jorge Luis Borges","Jack London","John Steinbeck","White / Caucasian","Woman",36,0,1,"6Conservative",6,2,1.51135125191987,1.0027105034055,0.915587842920998,0.500923572518074,0.982643292691111,1.11334473863674,0.669526100191233,1.14764019001987,0.976837009615948,73
1,1,0,1,0,0,0,0,1,"Michael Crichton","J.R.R. Tolkien","F. Scott Fitzgerald","Ernest Hemingway","Jorge Luis Borges","Joyce Carol Oates","Ian McEwan","White / Caucasian","Man",47,1,1,"6Conservative",6,2,1.01837831137948,1.0027105034055,0.915587842920998,1.01888536178846,0.988890504873612,1.11334473863674,1.19956759617596,1.14764019001987,1.15351750827752,73
0,1,1,1,0,0,0,0,2,"Jack London","Neil Gaiman","Joyce Carol Oates","Lucy Maud","Gabriel Garcia Marquez","F. Scott Fitzgerald","Ian McEwan","White / Caucasian","Man",51,1,1,"6Conservative",6,2,0.525405370839096,1.0027105034055,0.413171409260378,0.500923572518074,0.610552714005763,1.11334473863674,1.19956759617596,1.14764019001987,1.15351750827752,73
1,1,1,0,0,0,1,0,3,"Jane Austen","Zadie Smith","George Orwell","Kurt Vonnegut","Gabriel Garcia Marquez","Lucy Maud","J.D. Salinger","White / Caucasian","Man",49,1,1,"4Moderate; middle of the road",4,0,-0.460540510241677,-0.51634594029187,-0.591661458060861,-1.05296179529309,-0.655377425971875,-0.397623120941694,-0.390556891778219,-0.339075510687688,-0.375751841135867,73
0,1,1,1,0,0,1,0,2,"Jane Austen","Nathaniel Hawthorne","George Saunders","Michael Crichton","Lucy Maud","John Steinbeck","Charles Dickens","White / Caucasian","Man",42,1,1,"1Extremely liberal",1,-3,0.0324324302987097,1.50906265130463,0.413171409260378,1.01888536178846,0.743387963163044,0.106032832251119,1.19956759617596,1.14764019001987,0.817746872815648,73
1,1,0,1,1,0,0,1,0,"George Orwell","Jorge Luis Borges","Michael Crichton","J.D. Salinger","Jack London","Ernest Hemingway","Isabel Allende","White / Caucasian","Woman",36,0,1,"6Conservative",6,2,1.01837831137948,1.0027105034055,0.915587842920998,0.500923572518074,0.859400057556014,-0.397623120941694,1.19956759617596,0.652068289784015,0.48467092167276,73
0,1,1,1,0,0,1,0,1,"J.D. Salinger","Jane Austen","Ian McEwan","Kurt Vonnegut","Nathaniel Hawthorne","Ray Bradbury","Michael Crichton","White / Caucasian","Woman",24,0,1,"2Liberal",2,-2,1.01837831137948,1.0027105034055,0.413171409260378,0.500923572518074,0.733795949140859,0.106032832251119,0.139484604206507,0.652068289784015,0.299195242080547,73
1,0,1,1,0,0,0,0,0,"Kurt Vonnegut","Cormac McCarthy","Neil Gaiman","Ian McEwan","George Orwell","Charles Dickens","Jorge Luis Borges","White / Caucasian","Man",47,1,1,"2Liberal",2,-2,1.51135125191987,1.0027105034055,0.915587842920998,1.53684715105885,1.24162418732631,1.11334473863674,1.72960909216069,1.64321209025572,1.49538864035105,73
0,1,1,1,1,0,0,0,3,"Charles Dickens","George Saunders","Joyce Carol Oates","Sylvia Plath","Ernest Hemingway","Jane Austen","Zadie Smith","White / Caucasian","Woman",31,0,1,"2Liberal",2,-2,1.01837831137948,1.50906265130463,1.41800427658162,1.53684715105885,1.37057309758114,1.11334473863674,1.19956759617596,1.64321209025572,1.31870814168947,73
